Column1,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,AgeGroup,,,,,,,,,
28,26,Other streaming service,0.5,No,No,No,Rock,No,Yes,140,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Very frequently,Never,9,8,1,0,0,25-34 years,,,,,,,,,
50,25,Spotify,2,No,No,No,Metal,No,Yes,170,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,5,5,3,1,0,25-34 years,,,,,,,,,
51,32,Spotify,5,Yes,No,No,Rock,No,Yes,91,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Never,10,10,3,1,-1,25-34 years,,,,,,,,,
54,29,Spotify,4,No,No,No,Hip hop,Yes,No,140,Rarely,Sometimes,Rarely,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,8,8,5,10,1,25-34 years,,,,,,,,,
58,26,Spotify,2,Yes,Yes,Yes,Hip hop,Yes,Yes,165,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,6,3,1,1,1,25-34 years,,,,,,,,,
72,26,Spotify,1,No,No,No,R&B,No,No,113,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Never,3,2,0,0,0,25-34 years,,,,,,,,,
73,32,Spotify,3,Yes,No,No,Hip hop,No,No,157,Never,Never,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,2,0,7,0,0,25-34 years,,,,,,,,,
74,30,Spotify,5,Yes,Yes,No,Metal,Yes,No,160,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,Never,7,6,6,2,0,25-34 years,,,,,,,,,
81,31,Spotify,2,No,No,No,Rock,Yes,No,200,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,8,9,6,2,1,25-34 years,,,,,,,,,
85,25,I do not use a streaming service.,0.5,No,Yes,No,Classical,No,No,140,Very frequently,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,1,1,3,1,1,25-34 years,,,,,,,,,
87,28,YouTube Music,1,No,No,No,Rock,Yes,No,120,Rarely,Never,Very frequently,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,6,6,2,0,0,25-34 years,,,,,,,,,
92,34,Other streaming service,4,Yes,No,No,Metal,Yes,Yes,161,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,6,7,0,0,0,25-34 years,,,,,,,,,
102,28,Spotify,0.5,No,No,No,Folk,Yes,No,130,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Very frequently,Rarely,4,7,1,0,1,25-34 years,,,,,,,,,
106,29,Other streaming service,5,Yes,No,No,Jazz,Yes,Yes,200,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,7,2,3,1,1,25-34 years,,,,,,,,,
112,29,YouTube Music,1,Yes,Yes,No,Video game music,Yes,No,110,Sometimes,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,6,6,1,2,1,25-34 years,,,,,,,,,
113,28,Spotify,6,Yes,No,No,Rock,No,No,144,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,10,8,7,1,1,25-34 years,,,,,,,,,
114,32,Spotify,7,Yes,No,No,Pop,Yes,Yes,120,Sometimes,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,10,8,2,8,1,25-34 years,,,,,,,,,
115,32,Other streaming service,1,No,No,No,EDM,Yes,No,120,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,3,6,2,0,0,25-34 years,,,,,,,,,
119,25,Spotify,1.5,Yes,No,No,Pop,No,No,61,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Never,6,5,0,2,1,25-34 years,,,,,,,,,
122,27,Spotify,10,Yes,No,No,Metal,Yes,Yes,185,Sometimes,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,5,6,6,3,1,25-34 years,,,,,,,,,
124,25,Spotify,1,Yes,No,No,EDM,No,No,107,Never,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,0,8,0,0,1,25-34 years,,,,,,,,,
125,34,Spotify,2,No,No,No,Metal,No,No,120,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,3,7,0,0,1,25-34 years,,,,,,,,,
128,26,Spotify,3,Yes,Yes,No,Folk,Yes,No,160,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,8,8,3,0,1,25-34 years,,,,,,,,,
131,32,Spotify,3,Yes,Yes,Yes,Rock,Yes,Yes,144,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,6,6,7,5,1,25-34 years,,,,,,,,,
133,25,Spotify,2,No,Yes,No,Pop,No,No,120,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7,7,5,0,1,25-34 years,,,,,,,,,
134,28,I do not use a streaming service.,4,Yes,No,No,Rock,Yes,Yes,194,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,6,8,1,6,1,25-34 years,,,,,,,,,
140,27,Spotify,10,Yes,No,No,Metal,Yes,Yes,194,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,8,3,0,1,25-34 years,,,,,,,,,
142,27,Spotify,3,Yes,No,No,Metal,Yes,Yes,171,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Rarely,1,0,0,0,1,25-34 years,,,,,,,,,
143,27,Spotify,1.5,Yes,No,No,Rock,No,No,95,Never,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,5,5,4,4,1,25-34 years,,,,,,,,,
148,28,Spotify,2,No,No,Yes,Metal,No,No,146,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,1,7,5,1,1,25-34 years,,,,,,,,,
155,31,Spotify,4,Yes,Yes,No,Classical,No,Yes,103,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,6,8,9,5,1,25-34 years,,,,,,,,,
159,30,Spotify,1,No,Yes,No,Rock,Yes,No,162,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,8,5,8,9,1,25-34 years,,,,,,,,,
161,33,Spotify,7,Yes,No,No,Rock,Yes,Yes,134,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,9,3,7,8,1,25-34 years,,,,,,,,,
162,28,YouTube Music,2,Yes,No,No,Rock,Yes,No,172,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,10,8,6,2,1,25-34 years,,,,,,,,,
163,25,Spotify,3,Yes,No,No,Rock,Yes,Yes,180,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9,6,3,0,1,25-34 years,,,,,,,,,
167,26,Spotify,5,Yes,Yes,Yes,Metal,Yes,Yes,109,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10,9,8,8,1,25-34 years,,,,,,,,,
170,30,Spotify,1,No,Yes,No,Rock,Yes,No,129,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,4,2,1,3,1,25-34 years,,,,,,,,,
176,31,Spotify,2,Yes,No,No,Metal,Yes,Yes,92,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,8,6,7,5,1,25-34 years,,,,,,,,,
177,29,Spotify,2,Yes,Yes,No,Folk,Yes,Yes,100,Never,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,6,5,4,2,1,25-34 years,,,,,,,,,
182,25,Spotify,7,Yes,No,No,Pop,No,Yes,120,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,2,0,1,0,1,25-34 years,,,,,,,,,
183,31,YouTube Music,9,Yes,No,No,Pop,Yes,Yes,158,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,9,0,2,0,1,25-34 years,,,,,,,,,
185,30,Other streaming service,1,No,No,No,Country,No,No,119,Never,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8,10,2,0,1,25-34 years,,,,,,,,,
189,26,YouTube Music,6,Yes,No,No,Rock,Yes,No,104,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,3,2,0,0,0,25-34 years,,,,,,,,,
191,33,Other streaming service,1,No,No,No,Rock,No,No,120,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,3,10,4,1,0,25-34 years,,,,,,,,,
192,30,Spotify,6,Yes,No,No,Folk,Yes,Yes,89,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,9,0,5,0,0,25-34 years,,,,,,,,,
193,27,Spotify,5,Yes,No,Yes,Folk,Yes,Yes,140,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,0,9,4,0,1,25-34 years,,,,,,,,,
196,25,Spotify,2,Yes,No,Yes,EDM,Yes,No,128,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,6,4,1,0,1,25-34 years,,,,,,,,,
198,31,YouTube Music,6,Yes,No,No,EDM,Yes,Yes,136,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8,6,5,6,0,25-34 years,,,,,,,,,
199,31,Spotify,1,No,No,No,Rock,No,Yes,132,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,3,10,0,0,-1,25-34 years,,,,,,,,,
202,25,Apple Music,2,No,No,No,EDM,No,Yes,171,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10,3,1,4,1,25-34 years,,,,,,,,,
214,34,YouTube Music,1,No,No,No,Rock,No,Yes,138,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,9,9,6,4,1,25-34 years,,,,,,,,,
220,31,YouTube Music,1,No,No,Yes,Folk,Yes,Yes,113,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,4,1,3,0,1,25-34 years,,,,,,,,,
234,25,Spotify,0.5,Yes,Yes,No,Rock,Yes,Yes,139,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,10,2,0,0,1,25-34 years,,,,,,,,,
235,27,Spotify,2,Yes,Yes,Yes,Pop,Yes,Yes,100,Sometimes,Rarely,Very frequently,Never,Never,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,8,7,7,5,1,25-34 years,,,,,,,,,
248,29,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,108,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,8,7,1,2,1,25-34 years,,,,,,,,,
252,26,Spotify,4,Yes,No,No,Pop,Yes,Yes,140,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8,7,2,10,0,25-34 years,,,,,,,,,
253,30,Spotify,1,Yes,No,No,EDM,Yes,Yes,200,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,4,4,4,0,1,25-34 years,,,,,,,,,
256,32,Spotify,2,No,No,No,Rock,Yes,No,158,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4,7,0,0,1,25-34 years,,,,,,,,,
257,32,I do not use a streaming service.,1,No,No,No,Rock,No,No,110,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,8,4,3,0,0,25-34 years,,,,,,,,,
262,25,Spotify,3,Yes,No,No,Metal,No,No,150,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,9,8,6,2,1,25-34 years,,,,,,,,,
270,27,Spotify,2,No,No,No,Pop,No,No,120,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,7,7,3,2,0,25-34 years,,,,,,,,,
276,32,Spotify,6,Yes,No,No,Rock,No,No,91,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,8,7,0,9,1,25-34 years,,,,,,,,,
287,33,YouTube Music,0.5,Yes,Yes,No,Rock,No,No,80,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,7,9,4,6,1,25-34 years,,,,,,,,,
294,25,Spotify,2,Yes,No,No,Lofi,Yes,Yes,91,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7,8,6,2,1,25-34 years,,,,,,,,,
304,27,Spotify,3,Yes,No,No,Metal,Yes,Yes,200,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,4,0,0,0,1,25-34 years,,,,,,,,,
310,33,Apple Music,4,Yes,Yes,Yes,Lofi,Yes,Yes,114,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8,8,2,2,1,25-34 years,,,,,,,,,
311,32,I do not use a streaming service.,3,Yes,Yes,No,Rock,No,Yes,93,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2,2,8,0,0,25-34 years,,,,,,,,,
313,27,YouTube Music,3,Yes,No,No,Metal,Yes,Yes,100,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2,0,1,0,1,25-34 years,,,,,,,,,
319,32,Spotify,2,Yes,No,No,Metal,Yes,No,84,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,4,3,1,6,1,25-34 years,,,,,,,,,
336,26,Spotify,6,Yes,No,No,EDM,No,Yes,156,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,10,10,8,2,0,25-34 years,,,,,,,,,
348,31,I do not use a streaming service.,4,Yes,Yes,No,Classical,Yes,Yes,55,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,8,8,9,3,1,25-34 years,,,,,,,,,
372,34,Spotify,0,No,Yes,No,Rock,No,Yes,115,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,3,7,8,0,-1,25-34 years,,,,,,,,,
374,33,I do not use a streaming service.,4,Yes,Yes,No,Rock,Yes,Yes,112,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,1,0,7,0,1,25-34 years,,,,,,,,,
378,34,I do not use a streaming service.,2,No,No,No,Video game music,No,Yes,100,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,8,10,10,0,0,25-34 years,,,,,,,,,
385,28,Spotify,1,No,Yes,No,Rock,Yes,No,72,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Never,3,1,0,2,0,25-34 years,,,,,,,,,
394,28,Other streaming service,1,Yes,No,No,Lofi,Yes,Yes,82,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,4,8,5,0,1,25-34 years,,,,,,,,,
401,25,Spotify,1,Yes,No,No,Pop,Yes,Yes,80,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,7,6,5,5,1,25-34 years,,,,,,,,,
410,29,Spotify,8,Yes,No,No,EDM,No,Yes,140,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,6,7,4,1,1,25-34 years,,,,,,,,,
415,25,Spotify,4,No,No,No,Video game music,Yes,Yes,134,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,3,0,0,0,1,25-34 years,,,,,,,,,
416,27,Other streaming service,4,Yes,No,No,Rap,Yes,No,135,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,7,6,6,5,1,25-34 years,,,,,,,,,
428,28,Spotify,3,No,Yes,Yes,Metal,Yes,Yes,0,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Never,Very frequently,Very frequently,8,8,5,2,1,25-34 years,,,,,,,,,
449,34,Spotify,3,Yes,No,No,Classical,No,Yes,95,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,0,0,0,0,0,25-34 years,,,,,,,,,
453,25,I do not use a streaming service.,4,Yes,No,No,Pop,Yes,Yes,150,Rarely,Never,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Rarely,10,8,6,2,0,25-34 years,,,,,,,,,
454,25,Spotify,5,Yes,Yes,No,Rock,Yes,No,125,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Very frequently,Sometimes,8,7,2,1,1,25-34 years,,,,,,,,,
465,29,Spotify,4,Yes,No,No,Classical,Yes,No,120,Very frequently,Never,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,5,6,7,7,0,25-34 years,,,,,,,,,
469,26,I do not use a streaming service.,1,No,No,No,Pop,No,No,192,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,6,4,0,0,1,25-34 years,,,,,,,,,
471,27,Spotify,1,Yes,No,No,Pop,Yes,Yes,119,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,8,3,3,3,1,25-34 years,,,,,,,,,
472,26,Spotify,8,No,No,No,Rock,No,Yes,172,Never,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,8,10,7,3,0,25-34 years,,,,,,,,,
474,30,Spotify,8,Yes,Yes,Yes,Rock,Yes,No,112,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Never,8,6,6,8,1,25-34 years,,,,,,,,,
475,27,Spotify,1,Yes,No,No,Pop,Yes,Yes,130,Never,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,6,3,1,7,1,25-34 years,,,,,,,,,
482,29,Other streaming service,2,Yes,No,No,R&B,Yes,No,70,Rarely,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,10,7,9,3,0,25-34 years,,,,,,,,,
486,32,Spotify,8,Yes,No,No,Rock,Yes,No,101,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,7,6,5,8,1,25-34 years,,,,,,,,,
498,25,Spotify,3,Yes,No,No,Rock,No,No,110,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,8,9,4,10,1,25-34 years,,,,,,,,,
499,33,Spotify,2,Yes,No,No,Metal,Yes,Yes,134,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,4,8,0,0,1,25-34 years,,,,,,,,,
503,26,Spotify,3,Yes,Yes,Yes,Jazz,Yes,Yes,90,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Rarely,6,8,0,0,1,25-34 years,,,,,,,,,
506,27,Spotify,8,Yes,No,No,Metal,Yes,No,132,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,Never,2,6,9,1,0,25-34 years,,,,,,,,,
507,28,Spotify,4,Yes,No,No,Hip hop,Yes,Yes,178,Rarely,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Rarely,8,5,3,8,1,25-34 years,,,,,,,,,
518,26,Spotify,2,Yes,No,No,EDM,Yes,Yes,128,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,2,2,0,3,0,25-34 years,,,,,,,,,
520,30,I do not use a streaming service.,0,No,No,No,Metal,No,No,0,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,10,10,10,9,1,25-34 years,,,,,,,,,
522,30,Apple Music,3,Yes,No,No,EDM,Yes,Yes,121,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Never,7,5,7,7,1,25-34 years,,,,,,,,,
523,31,Spotify,2,Yes,No,No,Metal,No,Yes,155,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,7,4,8,8,1,25-34 years,,,,,,,,,
526,34,YouTube Music,2,No,No,No,Metal,Yes,No,136,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,5,9,9,6,1,25-34 years,,,,,,,,,
528,27,YouTube Music,3,Yes,No,No,Pop,No,No,113,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,7,2,0,1,1,25-34 years,,,,,,,,,
